City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
345,Pirai Do Sul,BR,-24.5261,-49.9486,55.99,97,59,1.77,broken clouds
346,Filingue,NE,14.3521,3.3168,88.34,22,21,3.8,few clouds
347,Gushikawa,JP,26.3544,127.8686,78.8,50,20,11.5,few clouds
348,Iracoubo,GF,5.4802,-53.2011,76.62,90,100,8.9,overcast clouds
349,Dikson,RU,73.5069,80.5464,19.18,93,100,21.16,light snow
350,Haimen,CN,23.1935,116.6142,80.6,47,0,6.71,clear sky
351,Sinnamary,GF,5.3833,-52.95,77.09,89,100,9.8,light rain
352,Yaan,NG,7.3833,8.5667,75.9,83,100,5.35,overcast clouds
353,Houma,US,29.5958,-90.7195,62.01,88,1,2.68,clear sky
354,Acarau,BR,-2.8856,-40.12,76.91,84,8,8.21,clear sky
355,Neiafu,TO,-18.65,-173.9833,82.4,74,20,6.91,few clouds
356,Kurilsk,RU,45.2333,147.8833,31.62,71,8,15.59,clear sky
357,Teya,RU,60.3778,92.6267,38.95,57,47,4.88,scattered clouds
358,San Miguel De Cauri,PE,-10.1,-76.5833,45.66,91,81,2.64,broken clouds
359,San Juan,AR,-31.5375,-68.5364,63.66,47,0,4.05,clear sky
360,Rio Branco,BR,-9.9747,-67.81,71.6,100,75,2.3,heavy intensity rain
361,Tiksi,RU,71.6872,128.8694,27.09,94,100,13.73,light snow
362,Olafsvik,IS,64.8945,-23.7142,39.47,87,12,11.81,few clouds
363,Dauriya,RU,49.9333,116.8667,66.2,26,53,23.35,broken clouds
364,Aktau,KZ,43.65,51.2,51.8,87,75,6.71,broken clouds
365,Port Moresby,PG,-9.4431,147.1797,89.6,62,40,12.66,haze
366,Mishan,CN,45.55,131.8833,57.74,21,89,6.22,overcast clouds
367,Westport,US,41.1415,-73.3579,52.0,76,75,6.91,broken clouds
368,Maceio,BR,-9.6658,-35.7353,73.4,94,0,4.61,clear sky
369,Samarai,PG,-10.6167,150.6667,85.98,69,72,12.06,broken clouds
370,Lamu,KE,-2.2717,40.902,81.23,80,71,8.72,broken clouds
371,Colesberg,ZA,-30.72,25.0972,57.9,33,100,2.77,overcast clouds
372,Nuuk,GL,64.1835,-51.7216,37.4,87,75,5.75,broken clouds
373,Luderitz,NA,-26.6481,15.1594,61.7,88,96,3.42,overcast clouds
374,Cherskiy,RU,68.75,161.3,22.69,72,91,6.46,overcast clouds
375,Coihaique,CL,-45.5752,-72.0662,44.92,97,80,5.5,broken clouds
376,Shetpe,KZ,44.1667,52.1167,66.29,38,65,7.83,broken clouds
377,Pacific Grove,US,36.6177,-121.9166,53.6,76,75,3.44,broken clouds
378,Samastipur,IN,25.85,85.7833,98.6,7,1,8.7,clear sky
379,Puerto Escondido,MX,15.85,-97.0667,82.4,78,40,4.61,scattered clouds
380,Beruwala,LK,6.4788,79.9828,84.09,71,89,3.4,overcast clouds
381,Alyangula,AU,-13.8483,136.4192,77.0,100,75,4.61,light rain
382,Ushibuka,JP,32.1906,130.0228,66.34,44,100,1.63,overcast clouds
383,Chulman,RU,56.8479,124.9104,37.06,94,100,2.57,overcast clouds
384,Grindavik,IS,63.8424,-22.4338,37.4,93,0,11.5,clear sky
385,Pevek,RU,69.7008,170.3133,25.61,84,99,2.33,overcast clouds
386,Nyrsko,CZ,49.2939,13.1435,34.0,92,100,3.58,overcast clouds
387,Marawi,PH,7.9986,124.2928,82.99,80,94,5.99,overcast clouds
388,Wilmington,US,34.2257,-77.9447,55.4,88,40,3.94,scattered clouds
389,Bambanglipuro,ID,-7.95,110.2833,85.93,62,5,6.96,clear sky
390,Itapage,BR,-3.6867,-39.5861,69.8,94,8,2.33,clear sky
391,Pocone,BR,-16.2567,-56.6228,68.63,96,100,4.25,overcast clouds
392,Cayenne,GF,4.9333,-52.3333,77.0,94,75,8.05,broken clouds
393,Shimoda,JP,34.6667,138.95,59.0,38,20,14.97,few clouds
394,Srednekolymsk,RU,67.45,153.6833,26.58,66,12,8.79,few clouds
395,Caravelas,BR,-17.7125,-39.2481,74.73,86,2,6.26,clear sky
396,Timaru,NZ,-44.4,171.25,61.0,27,97,8.01,overcast clouds
397,Komsomolskiy,UZ,40.4272,71.7189,71.6,30,2,4.61,clear sky
398,Pokosnoye,RU,55.5258,101.0536,33.55,93,100,12.17,overcast clouds
399,Pisco,PE,-13.7,-76.2167,64.0,88,0,1.14,mist
400,Sorong,ID,-0.8833,131.25,85.93,64,34,5.61,scattered clouds
401,Uvelskiy,RU,54.4446,61.3574,45.54,44,0,14.23,clear sky
402,Vardo,NO,70.3705,31.1107,28.4,74,75,10.36,broken clouds
403,Aykhal,RU,66.0,111.5,11.75,90,100,30.53,light snow
404,Llangefni,GB,53.2556,-4.3106,42.01,87,17,4.61,few clouds
405,Koudougou,BF,12.25,-2.3667,85.68,40,51,9.78,broken clouds
406,Bowen,AU,-20.0167,148.2333,77.0,65,90,19.57,overcast clouds
407,Lazaro Cardenas,MX,17.9583,-102.2,76.23,75,97,3.22,overcast clouds
408,Brooks,CA,50.5834,-111.8851,34.0,80,96,1.14,overcast clouds
409,San Patricio,US,28.017,-97.5169,75.2,83,40,9.22,scattered clouds
410,Cangzhou,CN,38.3167,116.8667,62.44,23,100,7.0,overcast clouds
411,Muros,ES,42.7762,-9.0603,53.01,95,16,1.99,few clouds
412,Vila Franca Do Campo,PT,37.7167,-25.4333,57.2,88,75,11.5,broken clouds
413,Aleksandrov Gay,RU,50.147,48.5704,46.27,52,100,4.09,overcast clouds
414,Filadelfia,US,39.9523,-75.1638,57.2,47,20,13.8,few clouds
415,Pilar,BR,-9.5972,-35.9567,73.4,94,0,4.61,clear sky
416,Rio Cuarto,AR,-33.1307,-64.3499,51.01,86,0,5.01,clear sky
417,Bukachacha,RU,52.9833,116.9167,40.53,80,100,7.29,overcast clouds
418,Rocha,UY,-34.4833,-54.3333,57.69,83,64,6.78,broken clouds
419,Sao Joao Da Barra,BR,-21.6403,-41.0511,73.51,92,67,5.79,broken clouds
420,Poum,NC,-20.2333,164.0167,77.4,69,43,22.97,scattered clouds
421,Kichmengskiy Gorodok,RU,59.9816,45.7854,37.26,98,100,3.33,moderate rain
422,Vredendal,ZA,-31.6683,18.5012,59.43,87,98,1.7,overcast clouds
423,Mana,GF,5.6592,-53.7767,76.26,92,100,7.23,overcast clouds
424,Verkhnevilyuysk,RU,63.4453,120.3167,31.8,92,100,9.91,overcast clouds
425,Ust-Koksa,RU,50.2696,85.6108,39.31,47,96,2.62,overcast clouds
426,Muli,MV,2.9167,73.5667,82.96,69,78,3.8,broken clouds
427,Aklavik,CA,68.2191,-135.0107,14.0,85,100,6.91,overcast clouds
428,Longhua,CN,23.6137,114.1919,70.48,88,100,2.13,overcast clouds
429,Bauska,LV,56.4075,24.1906,33.8,100,90,2.3,light rain
430,Santarem,BR,-2.4431,-54.7083,78.8,100,75,5.75,broken clouds
431,Tabory,RU,58.5198,64.5495,45.77,56,2,10.56,clear sky
432,Kondoa,TZ,-4.9,35.7833,61.48,96,71,2.66,broken clouds
433,Pontianak,ID,-0.0333,109.3333,87.8,70,75,6.91,broken clouds
434,Ouesso,CG,1.6136,16.0517,71.01,93,99,2.24,light rain
435,Berezovyy,RU,51.6667,135.7,54.95,31,100,4.68,overcast clouds
436,Ardakan,IR,32.31,54.0175,77.0,25,40,6.91,scattered clouds
437,Antofagasta,CL,-23.65,-70.4,57.2,82,0,4.61,clear sky
438,Henties Bay,NA,-22.116,14.2845,60.01,93,3,1.99,clear sky
439,Dawei,MM,14.0833,98.2,88.16,60,100,6.2,overcast clouds
440,Sakakah,SA,29.9697,40.2064,73.4,25,0,6.91,clear sky
441,Eureka,US,40.8021,-124.1637,50.0,81,81,3.69,broken clouds
442,Sovetskiy,RU,61.3614,63.5842,42.98,69,100,9.48,overcast clouds
443,Vryburg,ZA,-26.9566,24.7284,55.51,35,77,4.16,broken clouds
444,Pandan,PH,14.0453,124.1694,81.73,64,71,8.32,broken clouds
445,Itarema,BR,-2.9248,-39.9167,76.59,84,9,7.56,clear sky
446,Mumford,GH,5.2618,-0.759,80.13,84,85,6.62,light rain
447,Dong Hoi,VN,17.4833,106.6,86.32,74,81,8.61,broken clouds
448,Wanaka,NZ,-44.7,169.15,50.0,81,89,1.99,overcast clouds
449,Neryungri,RU,56.6709,124.6491,37.71,92,100,2.98,overcast clouds
450,Ahipara,NZ,-35.1667,173.1667,63.14,65,22,7.67,few clouds
451,Arroyo,ES,41.6096,-4.7969,50.0,100,40,3.44,scattered clouds
452,Meadow Lake,US,34.8014,-106.5436,69.8,7,40,9.22,scattered clouds
453,Jablanica,BA,43.6603,17.7617,42.8,87,0,2.3,clear sky
454,Elko,US,41.0002,-115.5012,39.2,87,90,4.61,light rain
455,Tommot,RU,58.9564,126.2925,39.97,91,100,8.34,light rain
456,Adrar,MR,20.5022,-10.0711,76.91,21,48,9.64,scattered clouds
457,Bintulu,MY,3.1667,113.0333,89.6,66,40,2.3,scattered clouds
458,Catamarca,AR,-28.4696,-65.7852,57.0,90,0,8.9,clear sky
459,Pasni,PK,25.2631,63.471,82.11,74,85,8.37,overcast clouds
460,Tara,RU,56.8944,74.371,49.53,48,77,12.28,broken clouds
461,Tucuman,AR,-26.8241,-65.2226,60.8,82,0,3.44,clear sky
462,Leipzig,DE,51.342,12.375,32.0,74,0,2.3,clear sky
463,Hokitika,NZ,-42.7167,170.9667,55.33,78,96,21.05,moderate rain
464,Hope,US,33.6671,-93.5916,61.0,56,0,1.01,clear sky
465,Mirabad,AF,30.4362,61.8383,82.54,15,95,11.45,overcast clouds
466,Novokizhinginsk,RU,51.6115,109.5917,33.6,85,100,18.28,light snow
467,Keokuk,US,40.3973,-91.3849,54.0,66,1,8.05,clear sky
468,Nushki,PK,29.5542,66.0215,81.64,17,0,5.99,clear sky
469,Kholodnyy,RU,62.7167,147.95,14.72,64,32,3.85,scattered clouds
470,Malatya,TR,38.5,38.0,53.6,71,40,6.91,scattered clouds
471,Binzhou,CN,37.3667,118.0167,48.38,87,100,2.71,light rain
472,Huanren,CN,41.2647,125.3667,67.68,20,99,8.08,overcast clouds
473,West Bay,KY,19.3667,-81.4167,80.6,78,0,2.3,clear sky
474,Dzaoudzi,YT,-12.7887,45.2699,78.8,94,20,8.05,few clouds
475,Bambous Virieux,MU,-20.3428,57.7575,77.0,88,75,14.97,light rain
476,Porbandar,IN,21.6422,69.6093,91.4,49,0,16.11,clear sky
477,Tilichiki,RU,60.4667,166.1,31.84,97,100,4.88,overcast clouds
478,Rodrigues Alves,BR,-7.738,-72.6509,72.41,98,100,4.03,overcast clouds
479,Santa Isabel,BR,-23.3156,-46.2214,66.2,88,0,2.3,clear sky
480,Asau,RO,46.4333,26.4,37.99,64,64,1.01,broken clouds
481,Kirovsk,UA,48.6375,38.6428,44.51,52,100,3.4,overcast clouds
482,Bacolod,PH,10.6667,122.95,86.36,63,60,7.52,broken clouds
483,Viseu,PT,40.661,-7.9097,46.0,93,77,2.51,broken clouds
484,Gandajika,CD,-6.75,23.95,64.62,92,62,2.04,broken clouds
485,Kahului,US,20.8947,-156.47,73.4,83,40,18.41,scattered clouds
486,Qui Nhon,VN,13.7667,109.2333,85.15,71,29,10.89,scattered clouds
487,Miles City,US,46.4083,-105.8406,46.4,93,90,10.36,overcast clouds
488,Mata,PT,40.683,-7.4592,46.0,93,67,1.88,broken clouds
489,Catabola,AO,-12.15,17.2833,59.25,67,67,0.36,broken clouds
490,Saint-Pierre,RE,-21.3393,55.4781,78.8,69,0,18.41,clear sky
491,Mantua,IT,45.1667,10.7833,57.99,70,100,7.0,overcast clouds
492,Saint-Francois,FR,46.4154,3.9054,53.6,50,0,6.91,clear sky
493,Toppenish,US,46.3774,-120.3087,54.0,54,40,6.2,scattered clouds
494,Salym,RU,60.0625,71.4789,48.63,55,100,12.71,overcast clouds
495,Bethanien,NA,-26.502,17.1583,65.28,42,97,4.9,overcast clouds
496,Kudahuvadhoo,MV,2.6708,72.8944,82.85,69,72,4.0,broken clouds
497,Bajil,YE,15.0584,43.2851,82.6,70,94,4.41,overcast clouds
498,Chihuahua,MX,28.5,-106.0,78.8,7,75,4.61,broken clouds
499,Wanlaweyn,SO,2.6185,44.8938,80.83,77,75,6.8,broken clouds
500,Dicabisagan,PH,17.0818,122.4157,79.45,74,61,8.84,broken clouds
501,Salalah,OM,17.0151,54.0924,84.2,70,40,2.3,scattered clouds
502,Hollins,US,37.3413,-79.9431,51.01,77,6,6.62,clear sky
503,Tongren,CN,27.7172,109.1853,62.8,83,98,2.64,overcast clouds
504,Calama,CL,-22.4667,-68.9333,41.0,33,0,19.57,clear sky
505,Mezen,RU,65.8522,44.24,40.82,93,100,4.9,overcast clouds
506,Aljezur,PT,37.3191,-8.8033,58.1,93,91,8.77,overcast clouds
507,Yar-Sale,RU,66.8333,70.8333,33.49,99,100,15.01,overcast clouds
508,Puerto Ayacucho,VE,5.6639,-67.6236,74.71,89,100,4.03,overcast clouds
509,Barabai,ID,-2.5833,115.3833,93.07,50,54,2.98,broken clouds
510,Sisimiut,GL,66.9395,-53.6735,38.41,76,97,5.75,overcast clouds
511,Jacareacanga,BR,-6.2222,-57.7528,73.58,98,42,1.3,scattered clouds
512,Kudat,MY,6.8837,116.8477,84.2,84,40,2.3,scattered clouds
513,Dunedin,NZ,-45.8742,170.5036,46.99,85,86,28.01,overcast clouds
514,Bedesa,ET,8.9,40.7833,61.43,95,100,4.29,light rain
515,Mweka,CD,-4.85,21.5667,67.98,99,95,1.68,overcast clouds
516,Scarborough,GB,54.2797,-0.4044,35.01,91,27,0.89,scattered clouds
517,Motegi,JP,36.5167,140.1833,66.0,22,20,4.61,few clouds
518,Dingle,PH,10.9995,122.6711,90.7,50,68,8.12,broken clouds
519,Mersing,MY,2.4312,103.8405,89.6,79,40,6.91,scattered clouds
520,Grand Gaube,MU,-20.0064,57.6608,77.0,85,100,5.99,light rain
521,Roma,US,43.2128,-75.4557,39.2,65,90,16.11,overcast clouds
522,Toritama,BR,-8.0067,-36.0567,68.76,96,14,2.75,few clouds
523,Southbridge,US,42.0751,-72.0334,48.0,71,45,5.01,scattered clouds
524,Ayan,RU,56.45,138.1667,31.93,82,92,5.21,overcast clouds
525,Usevya,TZ,-7.1,31.2333,63.95,98,90,3.29,overcast clouds
526,Safidon,IN,29.4167,76.6667,92.93,8,0,6.91,clear sky
527,Kieta,PG,-6.2167,155.6333,85.73,66,23,6.82,few clouds
528,Akhmim,EG,26.5622,31.745,75.2,17,0,13.8,clear sky
529,Bushenyi,UG,-0.5853,30.2114,59.16,95,99,1.77,overcast clouds
530,Kattivakkam,IN,13.2167,80.3167,87.8,66,40,5.75,scattered clouds
531,Zabol,AF,32.25,67.25,69.98,9,2,4.59,clear sky
532,Camacupa,AO,-12.0167,17.4833,59.52,65,66,1.3,broken clouds
533,Shibetsu,JP,43.659,145.132,42.8,26,20,11.5,few clouds
534,Baranchinskiy,RU,58.1617,59.6991,39.72,73,44,13.35,scattered clouds
535,Jodhpur,IN,26.2867,73.03,94.68,6,0,3.89,clear sky
536,Terenos,BR,-20.4422,-54.8603,68.0,88,75,8.05,broken clouds
537,Brae,GB,60.3964,-1.353,44.6,93,100,8.05,overcast clouds
538,Shiyan,CN,32.6475,110.7781,69.26,60,100,3.09,overcast clouds
539,Beibei,CN,29.8256,106.4339,64.4,88,75,4.47,broken clouds
540,Taywarah,AF,33.35,64.4167,57.99,20,29,2.44,scattered clouds
541,Salmas,IR,38.1973,44.7653,59.0,58,75,6.91,broken clouds
542,La Paz,BO,-16.5,-68.15,33.8,100,20,5.75,fog
543,Nikitinskiy,RU,54.5845,86.0115,46.26,55,100,6.38,overcast clouds
544,Orkney,ZA,-26.9802,26.6727,52.63,42,61,1.92,broken clouds
545,Juba,SS,4.8517,31.5825,70.75,90,100,0.4,overcast clouds
546,Yaring,TH,6.8662,101.3689,89.6,58,20,3.44,few clouds
547,Deputatskiy,RU,69.3,139.9,28.2,81,74,3.71,broken clouds
548,Gulu,UG,2.7746,32.299,64.0,97,100,1.79,overcast clouds
549,Champerico,GT,14.3,-91.9167,68.0,95,87,4.18,overcast clouds
550,Camacari,BR,-12.6975,-38.3242,78.8,78,40,8.05,scattered clouds
551,Kabo,CF,7.6994,18.629,72.3,89,100,4.88,overcast clouds
552,San Rafael,AR,-34.6177,-68.3301,58.48,57,0,4.12,clear sky
553,Lakes Entrance,AU,-37.8811,147.981,64.99,64,9,3.0,clear sky
554,Tanout,NE,14.9709,8.8879,83.1,14,64,7.45,broken clouds
555,Christiana,ZA,-27.914,25.1611,55.6,36,64,3.76,broken clouds
556,Marzuq,YE,14.4,46.4667,72.05,59,53,3.27,broken clouds
557,Watertown,US,42.3709,-71.1828,48.99,93,1,3.44,clear sky
558,Quatre Cocos,MU,-20.2078,57.7625,77.0,88,75,14.97,light rain
559,Mormugao,IN,15.4,73.8,83.68,66,93,0.81,overcast clouds
560,Awbari,LY,26.5921,12.7805,70.11,25,12,9.1,few clouds
561,Saint-Joseph,RE,-21.3667,55.6167,78.8,69,0,18.41,light rain
562,Rosario,AR,-32.9468,-60.6393,55.99,87,0,1.14,clear sky
563,Alice Springs,AU,-23.7,133.8833,78.8,22,0,12.66,clear sky
564,Kamenka,RU,51.3223,42.7678,42.01,55,100,4.38,overcast clouds
565,Road Town,VG,18.4167,-64.6167,79.0,88,4,1.01,clear sky
566,Porto Novo,BJ,6.4965,2.6036,84.2,79,40,8.05,light rain
567,Paamiut,GL,61.994,-49.6678,33.98,99,100,6.08,light snow
568,Hajipur,IN,25.6833,85.2167,87.8,16,20,7.72,haze
569,Puerto Del Rosario,ES,28.5004,-13.8627,66.2,77,0,4.61,clear sky
570,Puertollano,ES,38.6871,-4.1073,52.0,95,92,2.77,overcast clouds
571,Kargasok,RU,59.0556,80.8572,41.67,85,99,9.35,overcast clouds
572,Tutoia,BR,-2.7619,-42.2744,78.21,84,61,7.67,broken clouds
573,Ixtapa,MX,20.7,-105.2,78.01,78,40,0.72,scattered clouds
574,Solnechnyy,RU,50.7214,136.6319,51.42,32,69,4.74,broken clouds
575,Sabla,NG,12.7525,4.7077,84.76,48,78,11.36,broken clouds
576,Mayo,US,38.8876,-76.5119,57.2,54,1,5.75,clear sky
577,Bandarbeyla,SO,9.4942,50.8122,82.71,68,86,5.79,overcast clouds
578,Ostrogozhsk,RU,50.8664,39.0756,41.49,65,93,3.29,overcast clouds
579,San Policarpo,PH,12.1791,125.5072,81.82,66,12,12.26,few clouds
580,Kuusamo,FI,65.9667,29.1833,28.4,86,75,10.36,light snow
581,Vestmannaeyjar,IS,63.4427,-20.2734,44.49,82,2,7.38,clear sky
582,Sharjah,AE,25.3573,55.4033,87.8,18,0,3.44,clear sky
583,Bani,DO,18.2833,-70.3333,74.26,78,9,6.35,clear sky
584,Araouane,ML,18.9048,-3.5265,85.15,16,24,2.84,few clouds
585,Olinda,BR,-8.0089,-34.8553,78.8,69,40,6.91,scattered clouds
586,Manyana,BW,-23.4,21.7167,60.15,31,2,5.91,clear sky
587,Kainantu,PG,-6.2887,145.8655,69.55,71,100,3.83,overcast clouds
588,Tonekabon,IR,36.8163,50.8738,62.6,88,40,2.3,scattered clouds
589,Sabang,ID,5.8933,95.3214,83.53,71,94,8.32,overcast clouds
590,Ust-Nera,RU,64.5667,143.2,22.84,80,100,5.86,overcast clouds
591,Nsukka,NG,6.8561,7.3927,80.6,83,0,2.3,clear sky
592,Klaksvik,FO,62.2266,-6.589,42.8,100,100,18.41,overcast clouds
593,Zhigansk,RU,66.7697,123.3711,25.68,94,100,15.99,snow
594,Sola,VU,-13.8833,167.55,87.8,74,40,5.75,scattered clouds
595,Gemena,CD,3.25,19.7667,69.53,92,93,2.06,overcast clouds
596,Rio Gallegos,AR,-51.6226,-69.2181,51.8,54,40,12.66,scattered clouds
597,Waingapu,ID,-9.6567,120.2641,84.85,54,25,12.97,scattered clouds
598,Trinidad,BO,-14.8333,-64.9,65.75,96,99,3.85,overcast clouds
599,Staryy Nadym,RU,65.6118,72.6842,34.11,97,100,19.06,overcast clouds
600,Escanaba,US,45.7453,-87.0646,34.0,47,90,4.9,overcast clouds
601,Flagstaff,US,35.1981,-111.6513,55.0,20,1,13.8,clear sky
602,Krasnorechenskiy,RU,44.6265,135.3532,51.98,23,28,9.64,scattered clouds
603,Hatillo,PR,18.4863,-66.8254,73.99,81,10,6.38,clear sky
604,Fershampenuaz,RU,53.5202,59.8117,43.61,49,21,13.29,few clouds
605,Sidrolandia,BR,-20.9319,-54.9614,68.0,88,75,8.05,broken clouds
606,Sunrise,US,26.1577,-80.2861,80.01,83,1,9.22,clear sky
607,Sanary-Sur-Mer,FR,43.1178,5.8001,59.0,69,98,1.01,overcast clouds
608,Gilbues,BR,-9.8317,-45.3439,72.1,89,99,1.16,overcast clouds
609,Tatawin,TN,32.9297,10.4518,57.2,72,100,6.42,overcast clouds
610,Acapulco,MX,16.8634,-99.8901,79.84,73,90,2.08,overcast clouds
611,Joshimath,IN,30.5667,79.5667,68.41,30,0,1.86,clear sky
612,Noumea,NC,-22.2763,166.4572,77.0,65,40,11.5,scattered clouds
613,Agadez,NE,19.75,10.25,80.28,13,4,2.53,clear sky
614,San Leandro,US,37.7249,-122.1561,52.0,71,40,9.22,scattered clouds
615,Nome,US,64.5011,-165.4064,44.6,57,90,5.75,overcast clouds
616,Luanda,AO,-8.8368,13.2343,78.8,94,75,3.44,broken clouds
617,Bytow,PL,54.1706,17.4919,32.0,90,35,3.74,scattered clouds
618,Port Lincoln,AU,-34.7333,135.8667,66.36,62,3,8.05,clear sky
619,Amlagora,IN,22.8333,87.3333,100.63,11,3,7.85,clear sky
620,San Lazaro,BZ,18.0387,-88.6622,73.2,93,9,4.47,clear sky
621,Saldanha,ZA,-33.0117,17.9442,60.8,94,12,10.36,few clouds
622,Moreira Sales,BR,-24.0622,-53.0069,59.56,93,82,4.45,broken clouds
623,Hambantota,LK,6.1241,81.1185,84.2,94,20,3.44,few clouds
624,Tual,ID,-5.6667,132.75,83.05,70,73,8.84,broken clouds
625,Tessalit,ML,20.1986,1.0114,84.18,9,9,8.7,clear sky
626,Jiuquan,CN,39.7432,98.5174,50.76,10,1,13.15,clear sky
627,Palana,RU,59.1167,159.9667,26.01,90,99,3.38,overcast clouds
628,Karasjok,NO,69.4719,25.5112,32.0,80,75,8.05,broken clouds
629,Saint-Georges,GD,12.0564,-61.7485,78.8,78,20,12.66,few clouds
630,Poronaysk,RU,49.2167,143.1167,37.51,50,94,8.23,overcast clouds
631,Azovo,RU,54.6997,73.0237,57.2,41,40,6.71,scattered clouds
632,Kununurra,AU,-15.7667,128.7333,91.4,33,40,9.22,scattered clouds
633,Sur,OM,22.5667,59.5289,88.86,38,19,3.74,few clouds
634,Savannah Bight,HN,16.45,-85.85,81.0,90,42,1.99,scattered clouds
635,Coahuayana,MX,18.7333,-103.6833,72.34,87,84,1.48,broken clouds
636,Hervey Bay,AU,-25.2986,152.8535,77.0,59,47,5.99,scattered clouds
637,Thai Nguyen,VN,21.5928,105.8442,75.2,88,0,2.3,clear sky
638,Pervomayskiy,RU,53.2485,40.2871,39.99,61,2,8.21,clear sky
639,Awjilah,LY,29.1081,21.2869,59.02,64,0,7.58,clear sky
640,Morro Bay,US,35.3658,-120.8499,54.0,92,100,1.99,overcast clouds
641,Nova Floresta,BR,-6.4553,-36.2033,68.34,93,50,11.92,scattered clouds
642,Penzance,GB,50.1186,-5.5371,46.0,81,20,23.2,few clouds
643,Phuket,TH,8.0,98.25,86.0,79,20,9.22,few clouds
644,Taltal,CL,-25.4,-70.4833,61.36,83,0,1.05,clear sky
645,Madang,PG,-5.2246,145.7966,85.48,60,100,5.12,overcast clouds
646,Varena,LT,54.2167,24.5667,30.2,86,90,5.75,light snow
647,Gilgit,PK,35.9221,74.3087,60.78,31,3,3.78,clear sky
648,Galesong,ID,-5.3166,119.3661,91.4,62,20,4.61,few clouds
649,Phalaborwa,ZA,-23.943,31.1411,59.0,94,0,2.3,clear sky
650,Dunda,TZ,-8.1167,34.25,64.08,91,54,1.63,broken clouds
651,Sawakin,SD,19.1059,37.3321,81.97,76,0,3.49,clear sky
652,San Andres,CO,12.5847,-81.7006,80.6,78,40,9.22,scattered clouds
653,Camopi,GF,3.1655,-52.3158,72.25,99,100,1.1,overcast clouds
654,Giddalur,IN,15.35,78.9167,90.81,32,92,5.61,overcast clouds
655,Amapa,BR,1.0,-52.0,70.05,99,100,0.89,overcast clouds
656,Yatou,CN,37.15,122.3833,62.2,56,60,12.82,broken clouds
657,Belmonte,BR,-15.8631,-38.8828,75.2,83,40,3.44,scattered clouds
658,Kodino,RU,63.7198,39.6447,38.73,93,100,7.99,light rain
659,Takoradi,GH,4.8845,-1.7554,79.5,86,100,5.28,overcast clouds
660,Miraflores,MX,19.2167,-98.8083,68.0,52,75,9.22,broken clouds
661,Broome,US,42.2506,-75.833,37.99,69,90,17.27,overcast clouds
662,Kutum,SD,14.2,24.6667,71.82,14,33,9.08,scattered clouds
663,Verkhniye Sergi,RU,56.6469,59.5556,38.75,75,31,12.97,scattered clouds
664,Salamanca,ES,40.8333,-6.0,48.2,87,0,2.3,clear sky
665,Nikolayevsk-Na-Amure,RU,53.1406,140.73,40.14,49,67,2.8,broken clouds
666,Udachnyy,RU,66.4167,112.4,15.98,81,100,25.77,overcast clouds
667,Pyryatyn,UA,50.2445,32.5107,32.63,99,100,9.44,snow
668,Jensen Beach,US,27.2545,-80.2298,77.0,73,1,4.61,clear sky
669,San Luis,AR,-33.295,-66.3356,57.18,68,0,6.13,clear sky
670,Andros Town,BS,24.7,-77.7667,75.2,88,0,2.3,clear sky
671,Valleyview,CA,55.0667,-117.2859,44.6,26,100,5.75,overcast clouds
672,Sinop,TR,41.7711,34.8709,43.68,90,89,2.64,overcast clouds
673,Abha,SA,18.2164,42.5053,62.6,63,40,8.12,scattered clouds
674,Ongwediva,NA,-17.7833,15.7667,57.2,62,0,3.44,clear sky
675,Tazmalt,DZ,36.3868,4.3989,62.78,50,68,6.22,broken clouds
676,Manicore,BR,-5.8092,-61.3003,77.0,100,75,4.61,very heavy rain
677,Stokmarknes,NO,68.5646,14.9108,36.0,80,100,3.36,overcast clouds
678,Taoudenni,ML,22.6783,-3.9836,85.69,16,8,8.03,clear sky
679,Sibolga,ID,1.7427,98.7792,86.14,62,90,3.98,overcast clouds
680,Dudinka,RU,69.4058,86.1778,14.95,88,100,9.89,overcast clouds
681,Eydhafushi,MV,5.1033,73.0708,83.43,70,11,2.35,few clouds
